Parallel Wireless,006685e2-fb79-1473-7ce9-9828995c53a2,Kaitki Agarwal,https://www.linkedin.com/in/kaitki-agarwal-4685942/,1,1
Parallel Wireless,006685e2-fb79-1473-7ce9-9828995c53a2,Rajesh Mishra,https://www.linkedin.com/in/rmishra/,1,1
Parallel Wireless,006685e2-fb79-1473-7ce9-9828995c53a2,Sridhar Donepudi,https://www.linkedin.com/in/sridhar-donepudi-8792bb1,1,1
Parallel Wireless,006685e2-fb79-1473-7ce9-9828995c53a2,Steve Papa,https://www.linkedin.com/in/stpapa,1,1
HeartFlow,0074c110-5dd9-4af1-29a7-cecd2ae1b86c,Charles A. Taylor,https://www.linkedin.com/in/charles-taylor-01765421,1,1
HeartFlow,0074c110-5dd9-4af1-29a7-cecd2ae1b86c,Christopher K. Zarins,https://www.linkedin.com/in/christopher-zarins-26577b34,1,1
HeartFlow,0074c110-5dd9-4af1-29a7-cecd2ae1b86c,John Stevens,https://www.linkedin.com/in/johnstevensmd/,1,1
Traackr,00caf3de-db65-92b5-816f-15dcf5bb249f,David Chancogne,https://www.linkedin.com/in/dchancogne,1,1
Traackr,00caf3de-db65-92b5-816f-15dcf5bb249f,Pierre-Loïc Assayag,http://www.linkedin.com/in/pierreloic,1,1
Alation,00e68e6e-a157-3be8-20b7-55e84f5d8719,Aaron Kalb,https://www.linkedin.com/in/akalb/,1,1
Alation,00e68e6e-a157-3be8-20b7-55e84f5d8719,Feng Niu,https://www.linkedin.com/in/feng-niu-62475a44/,1,1
Alation,00e68e6e-a157-3be8-20b7-55e84f5d8719,Satyen Sangani,http://www.linkedin.com/in/ssangani/,1,1
Alation,00e68e6e-a157-3be8-20b7-55e84f5d8719,Venky Ganti,https://www.linkedin.com/in/venky-ganti-2679a2/,1,1
Vineti,018f2f2e-e6cc-d8b7-dd80-15ffbe869128,Amy DuRoss,https://www.linkedin.com/in/amy-duross-695b743,1,1
Vineti,018f2f2e-e6cc-d8b7-dd80-15ffbe869128,Heidi M. Hagen,https://www.linkedin.com/in/heidihagen/,1,1
Vineti,018f2f2e-e6cc-d8b7-dd80-15ffbe869128,Malek Faham,https://www.linkedin.com/in/malek-faham-7233905,1,1
Vineti,018f2f2e-e6cc-d8b7-dd80-15ffbe869128,Razmik Abnous,https://www.linkedin.com/in/razmikabnous/,1,1
Vineti,018f2f2e-e6cc-d8b7-dd80-15ffbe869128,Stephen Ting,https://www.linkedin.com/in/sting919/,1,1
WeKanCode,01c04deb-18a8-3fde-142b-dbd80d56ead1,Pablo Jimenez Godoy,https://www.linkedin.com/in/pablojgodoy/,1,1
Outschool,02a1e9ad-1e9f-1c37-c6ab-c6781518f66a,Amir Nathoo,https://www.linkedin.com/in/amirnathoo/,1,1
Outschool,02a1e9ad-1e9f-1c37-c6ab-c6781518f66a,Mikhail Seregine,http://www.linkedin.com/in/seregine,1,1
Outschool,02a1e9ad-1e9f-1c37-c6ab-c6781518f66a,Nick Grandy,https://www.linkedin.com/in/nickgrandy/,1,1
Bindo,037a6606-e4cb-00a6-7fe8-34a30ac2f671,Brad Lauster,https://www.linkedin.com/in/bradlau/,1,1
Bindo,037a6606-e4cb-00a6-7fe8-34a30ac2f671,Jason Ngan,http://www.linkedin.com/in/jasonngan,1,1
Bindo,037a6606-e4cb-00a6-7fe8-34a30ac2f671,JoMing Au,https://www.linkedin.com/in/jomingau,1,1
ANGL,0393d560-9178-c63c-fbd8-5daa672c6a7c,Andras Kövécs,https://www.linkedin.com/in/andras-kovecs/,1,1
ANGL,0393d560-9178-c63c-fbd8-5daa672c6a7c,Laszlo Nemes,http://www.linkedin.com/in/laszlo-nemes/,1,1
Curology,042758c0-8cdd-37d9-22fd-a0b9b8a36f09,David Lortscher,https://www.linkedin.com/in/davidlortschermd/,1,1
Curology,042758c0-8cdd-37d9-22fd-a0b9b8a36f09,Glenn Lortscher,https://www.linkedin.com/in/glenn-lortscher-20205714,1,1
Curology,042758c0-8cdd-37d9-22fd-a0b9b8a36f09,Kris Fredrickson,http://www.linkedin.com/in/krisfredrickson,1,1
Curology,042758c0-8cdd-37d9-22fd-a0b9b8a36f09,Nancy Satur,https://www.linkedin.com/in/nancysaturmd,1,1
MOD Super Fast Pizza,0454a814-3cf3-c79d-0f8a-babfd3b0711a,Scott Svenson,https://www.linkedin.com/in/scottsvenson,1,1
Vertoz Inc.,0474b85a-8bb5-5af4-4473-13f008c712e8,Ashish Shah,https://www.linkedin.com/in/ashishrshah/,1,1
Vertoz Inc.,0474b85a-8bb5-5af4-4473-13f008c712e8,Hiren Shah,http://www.linkedin.com/in/hirenhshah,1,1
LotusFlare,0480f38e-4d7b-4518-6338-b993579fd8d3,Sam Gadodia,https://www.linkedin.com/in/samgadodia,1,1
LotusFlare,0480f38e-4d7b-4518-6338-b993579fd8d3,Shao Xia,https://www.linkedin.com/in/shaoxia,1,1
LotusFlare,0480f38e-4d7b-4518-6338-b993579fd8d3,Terry Guo,https://www.linkedin.com/in/terry2008,1,1
